"name","website","telephone","fax","description"
"CHANTIERS ET ATELIERS DU MAROC, MOROCCO ","www.cam-industries.com","+212 5 22 31 90 30","+212 5 22 31 70 19","CHANTIERS ET ATELIERS DU MAROC, MOROCCO     \nFounded in 1944, ""Chantiers et Ateliers du Maroc"" is your preferred service supplier in the heart of Casablanca's harbor. With a workshop area of 10.000 m2 of which 7.000 are indoors, ""Chantiers et Ateliers du Maroc"" is ideally located alongside a tidal dock fitting ships gauging up to20.000 tons and near the dry dock accommodating ships gauging up to 10.000 tons.Workforce:     250Services:    new buildings, repairsGraving Dry Dock  10.000 DWT      L = 145 [m]     B= 20 Slipway  Lift = 200 [T]   \nAddress:     2, Bd des Almohades, 20000 Casablanca.Contact:    Tel, Fax, Email, WWW, available only for subscription;Contact Person:     Chairman and C.E.O. M. CHAFIQ ESSAKALLI\nhttp://www.cam-industries.com/ \nContact : Tél : 00212 5 22 31 90 30 Fax : 00212 5 22 31 70 19info@cam-industries.com E-mail : info@cam-industries.com Site web : Chantiers et Ateliers du Maroc"
"Chantier Naval de l'Océan Indien Ltd ","cnoi.info","+(230) 216.95.17","+(230) 216.95.20","Based in Mauritius, the CNOI Shipyard holds a strategic position : it is between the Indian Ocean and Antarctic fishing zones and is close to the main merchant navy routes.\nThe yard does both ship-building and ship-repairs. Born in 2001, the CNOI Shipyard is fully operational since 2003 with the opening of a 130m long dry-dock. The yard employs today about 300 people.\nMany professions are represented on chantier naval:Mecanics, Bridge Mécanics, Electricity, Hydraulics, Pipe-works, Froid, Insulation, Carpentry, Steelworks, Painting, Surface preparation, Fiberglass works\nChantier naval de l'ocean indienAdresse :     Freeport Zone n°11Mer Rouge - Port LouisIle Maurice"
"Grand Bahama Shipyard Limited ","www.gbshipyard.com","+ 1 242 350 4000","+ 1 242 350 4010","Grand Bahama Shipyard offers facilities for the drydocking and repair of all types of oceangoing vessels.\nThe shipyard operates three floating drydocks with a maximum lifting capacity of close to 90,000 tonnes.\nThe largest of these docks can handle vessels up to 300 meters in length, and has an internal width of 56 meters, and consequently vessels as large as VLCC tankers can be accommodated here.\nWithin the yard there are a number of deepwater wet berths that are available for alongside repairs, as well as a range of workshops to provide the necessary support services.\nGrand Bahama Shipyard is considered to be the world leader in undertaking drydocking and repairs to cruise ships.The yard is furthermore equipped to carry out the drydocking and maintenance of LNG tankers, and\nspecialized facilities on site include a cryogenic workshop.\nToday Grand Bahama Shipyard is one of the biggest ship repair companies in the region with 3 floating docks and all the necessary support services required to perform even the most complicated repair, upgrade and conversion projects. The company is now also  ready to take on fabrication projects, especially for the offshore industry\n- 3 floating docks capable of docking vessels up to VLCC.- 2 fully serviced wet berths taking vessels up to 332m length."
"Grand Bahama Shipyard Limited ","www.gbshipyard.com","+ 1 242 350 4000","+ 1 242 350 4010","Grand Bahama Shipyard offers facilities for the drydocking and repair of all types of oceangoing vessels.\nThe shipyard operates three floating drydocks with a maximum lifting capacity of close to 90,000 tonnes.\nThe largest of these docks can handle vessels up to 300 meters in length, and has an internal width of 56 meters, and consequently vessels as large as VLCC tankers can be accommodated here.\nWithin the yard there are a number of deepwater wet berths that are available for alongside repairs, as well as a range of workshops to provide the necessary support services.\nGrand Bahama Shipyard is considered to be the world leader in undertaking drydocking and repairs to cruise ships.The yard is furthermore equipped to carry out the drydocking and maintenance of LNG tankers, and\nspecialized facilities on site include a cryogenic workshop.\nToday Grand Bahama Shipyard is one of the biggest ship repair companies in the region with 3 floating docks and all the necessary support services required to perform even the most complicated repair, upgrade and conversion projects. The company is now also  ready to take on fabrication projects, especially for the offshore industry\n- 3 floating docks capable of docking vessels up to VLCC.- 2 fully serviced wet berths taking vessels up to 332m length."
"HES-TDL Shipyard Hungary ","www.hungarianshipyard.hu","+36 1 272 - 1750","+36 1 272 - 1749","We are prepaired to undertake docking vessels up to 100 tons by floating dock, up to 1000 tons by slipway and shiprepair/reconstruction of vessels in afloated at our yard in Budapest.\nWe repair vessels on board during her voyage as well all away long on the Hungarian territory of river Danube by our service vessel or in any Hungarian ports to be reached by our service trucks.\nWe rapair/reconstruct different type machines as diesel engines, generators, material handling equipment, cranes, turbines, compressors. etc.\nWe have well equipped workshops in our shiprepair yard asSteel constructionEngine repairshopElectrical repairshopLathing machineshop\nCompany address:     H-1131 Budapest, Zsilip u. 11-13.(Népsziget)Postal address:     1325 Budapest, Pf. 230. Hungaryphone:     +36 1 272 - 1750Fax:     +36 1 272 - 1749E-mail:     info@hes-tdl.hu"
"PSC TEMA SHIPYARD LIMITED Ghana ","www.temashipyard.com","+233 (0) 303 – 937159 +233 (0) 303 – 204632 +233 (0) 303 – 204919","","Tema Shipyard is equipped with suitable workshops for Ship Maintenance and heavy steel fabrication. The facilities enables services in maintenance, repairs and metal engineering works: ranging from Ship Repairs, Shipbuilding, Dry-docking to Heavy Steel Fabrication, General Engineering, Metalock ® Repairs and Non-Destructive Testing (NDT).\nThe Tema Shipyard is one of the largest shipyards and dry-docks on the African Continent.Strategically located on 48.45 acres of land in the centre of the West African sub-region, it is situated adjacent the Commercial Port of Tema, Ghana, and only thirty (30) km away from Kotoka International Airport, Accra.\nTema Shipyard has two (2) graving docks of 100,000 dwt and 10,000 dwt capacity and a 150 tonnage slipway.The shipyard is capable of servicing various size vessels and offshore operating facilities, from small vessels to very large ships, Oil tankers, Barges and Rigs, operating within the Gulf of Guinea and those from-and-to Southern Africa and those en-route to Northern Africa and Europe.\nServicesDry-DockingLay Berth / Fitting Out Quay (Foq)Preservation WorksHeavy Steel FabricationGeneral Engineering ServicesNon-Destructive Testing"
"Detyens Shipyards, Inc. (DSI) ","www.detyens.com","843-308-8000","843-747-8645","Detyens Shipyards Inc. Located in the historic city of Charleston, South Carolina, is busy building a tradition of quality workmanship at a reasonable price.\nDetyens’ main yard, located on the Cooper River in Charleston, was originally a U.S. Naval shipyard. In 1996 the Navy closed their base and Detyens, which had been operating at a smaller shipyard on the Wando River in Mt. Pleasant, SC, saw an opportunity.\nThe addition of the Cooper River facility now gives Detyens the ability to provide larger commercial ship owners with quality dry-docking experience. The facility houses 33 marine and industrial companies that serve the fast growing port of Charleston, providing an excellent infrastructure to support the marine industrial base.\n\n\n\nDrydock\n\nLength\n\nMax Beam  for Entry\n\nInside Width  Beyond Gate\n\nMax Draft\n\n\n\n\n1\n622 ft  189.5 m\n97 ft  29.5 m\n134 ft  40.8 m\n30 ft  9.1 m\n\n\n2\n596 ft  181.7 m\n93 ft  29.2 m\n114 ft  34.7 m\n33 ft  10.0 m\n\n\n5\n751 ft  229.0 m\n110 ft  33.5 m\n140 ft  42.7 m\n33 ft  10.0 m\n\n\nFloating Dock\n448 ft  136.5 m\n69 ft  21.0 m\n70 ft  21.3 m\n17 ft  5.2 m\n\n\n"
"BREDO - Bremerhavener Dock GmbH Germany ","www.bredo.de","+49 (471) 7997-10","+49 (471) 7997-18","In our floating docks (Panmax), which range from 116 to 200 metres in length, we can accomodate ships of different dimensions and types of construction. We also have our own repair pier as well as manufactoring and assembly halls in the harbour area of Bremerhaven. This gives us a high level of flexibility.\nLooking for a short afloat repair or maintenance on the way to and from Hamburg or the Baltic Sea, BREDO can offer an ideal berth directly at the waterway of river Elbe. As the quay is located directly at the waterway berthing without tug assistance is possible.\n "
"BREDO - Bremerhavener Dock GmbH Germany ","www.bredo.de","+49 (471) 7997-10","+49 (471) 7997-18","In our floating docks (Panmax), which range from 116 to 200 metres in length, we can accomodate ships of different dimensions and types of construction. We also have our own repair pier as well as manufactoring and assembly halls in the harbour area of Bremerhaven. This gives us a high level of flexibility.\nLooking for a short afloat repair or maintenance on the way to and from Hamburg or the Baltic Sea, BREDO can offer an ideal berth directly at the waterway of river Elbe. As the quay is located directly at the waterway berthing without tug assistance is possible.\n "
"NAVIKON Shipyard Poland ","www.navikon.pl","+48 91 322 0880","+48 91 322 0886","NAVIKON Shipyard, based in Swinoujscie (Swinemunde) Western Pomerania, at the westernmost part of Poland. It is fully private company. The workshops halls occupy an area of 5.000 square meters, while vessels of up to 200 meters in length can be accommodated by the two private berths, serviced by cranes of up to 160T, Safe Working Load.\nNAVIKON ENGINEERING LTD., is a subsidiary company of NAVIKON SHIPREPAIR YARD LTD., based in Swinoujscie (Swinemunde) Western Pomerania, at the westernmost part of Poland. The following services are offered: Mechanical and electrical works on ships in voyage and in ports. Diesel engine repairs, overhauls and inspections (main and auxiliary engines) including: crankshaft replacements, cylinder heads overhauls, pistons and liners jobs, fuel injection pumps and injectors overhaul, turbochargers. All necessary measurements, settings and adjustments (e.g. shaft alignment , fuel injection timing , measurement of cylinder liners etc.). Bow thrusters repairs. Complete recondition of existing alarm systems for M/E and Cargo monitoring Switchboards repair and maintenance (GAC, AVR). Power generators overhaul.\nKey Facilities NAME DRY DOCK TYPE LENGTH (M) WIDTH (M) DEPTH (M) LIFTING CAPACITY (L.T.) DEADWEIGHT CAPACITY (D.W.T.) CRANAGE (T) NAVIKON DOCK Floating\nDock Floating L=123m x W=30m Depth=10.68 Lift=4.600 DWt=20.000 Cranes=2 x 8 DOCK Floating L=160m w=28m Depth=8m Dwt=30.000 Cranes=2 x 10"
"Irving Shipbuilding Inc. ","www.irvingshipbuilding.com","+1-(902) 423-9271","1-(902) 422-5253","Located on the east coast of Canada, Irving Shipbuilding Inc. (ISI) provides world-class shipbuilding and repair, drill rig construction and conversion, offshore fabrication, industrial manufacturing, engineering, supply chain management and quality and technical services.\nISI has its primary office at the Halifax Shipyard with other locations in the Maritime Provinces. The Company has been building, repairing and refitting quality vessels and fabricated modules for over 50 years.\nIrving Shipbuilding Inc. (ISI) operates one of the finest ship repair facilities on the East Coast of North America.\nOur Shelburne Ship Repair facility is ready to serve your small and medium-sized vessels from our convenient location on the southwestern coast of Nova Scotia on the Atlantic Ocean.\nThe yard has marine railway capable of lifting 3500t and can be sub-divided for two different vessels.\nIt also has 752m of wharf available with a draft of 9.1m and can accommodate vessels up to 229m along side.\nAll our facilities are certified members of ISPS and operate 365 days a year.\nOur easily accessible east coast facilities are among the most efficient in North America, next to well-traveled sea lanes to and from Europe.\n    * Halifax Shipyard - our largest facility and the location of our head office.    * East Isle Shipyard – Georgetown, PEI    * Woodside Industries - Dartmouth, N.S.    * Shelburne Ship Repair - Shelburne, N.S."
"Yiu Lian Dockyards Hong Kong ","www.hkmw.com.hk","(852) 24367800","(852) 28150702","Yiu Lian Dockyards Ltd., Hong Kong was founded in October 1964, and today it is the biggest shipyard in Hong Kong. Now she operates two floating docks, which can handle vessels of 150.000dwt and 30.000dwt respectively. Every kind of repair work could be done by the modern equipped yard, which is also the most experienced shipyard for silicon painting in the area. All service stations are located in Hong Kong.\nThe business target for Yiu Lian Hong Kong is to dock and repair large container ships and cruise ships."
"SHIPREPAIR YARD ""NAUTA"" S.A Poland ","www.nauta.pl","+48 58 621 25 00","+48 58 621 63 51","NAUTA Shiprepair Yard based in Gdynia, the oldest one in Poland, continuously functioning since 1922 comes onto the market of large ships repair, the largest ones able to enter the Baltic sea. For that purpose, the production capacity has been extended and the Yard acquired new, more attractive cooperation opportunities with ship owners and operators of the biggest ships.\nAs of the end of 2010, NAUTA Shiprepair Yard signed the agreement with a private Shipyard CRIST for the exclusive use of the dry dock of the former Gdynia Shipyard. In 2011, a dry dock with the dimensions of 380 m of length, 70 m in width and 8 m in dept his for the exclusive disposal of the NAUTA Shipyard from February to August. The agreement refersalso to the subsequent years.\nTHE DOCKS\nParameters Dock No.5 Dock No.4 Dock No.3 Dock No.2 Dock No.1 Ship elevatorLength o.a. 380 m 190.5 m 135 m 120 m 76 m 50 m Length of kill blocks bed     115 m 100 m 68 m 50 m Clearance between kill blocks 70 m 31.2 m 21 m 18,4 m 13 m 14,7 m Maximum drought of a vessel   7.3 m 6 m 5,7 m 4,9 m 5,5 m Deadweight 1000 t 14000 t 4500 t 3500 t 1200 t 600 t Cranes / Cranes' capacity     2 x 8 t 2 x 6,3 t 1 x 3 t"
"Chantier Davie Canada Inc ","www.davie.ca","1 418 837-5841","","Davie-Logo Davie is Canada’s largest and highest capacity shipyard and industrial fabricator headquartered in Lévis, Quebec with locations in Ottawa and  Victoria. With over 185 years of experience, Davie has built over 700 ships and rigs catering to nearly all market segments.\nStrategically located on a busy shipping lane on the eastern Seaboard, Davie is able to provide high-quality, high-spec vessels for use in harsh environments as well as service, repair and maintain commercial and naval vessels. Davie’s primary business focus are shipbuilding and ship repair (cargo vessels, ferries, war ships, oil and gas rigs and service vessels, ice class vessels) and heavy, large scale fabrication services (power, transport, natural resources, civil engineering).\nCONSTRUCTION BERTHS Berth 2 and 3: 200 m x 32 mBerth 4 and 5: 250 m x 60 mCovered Slipway: 150m x 20m\nDRY DOCKS CHAMPLAINTotal length to sliding caisson gate 351.6 mClear inside length in inner section 194.53 mClear inside length in outer section 147.14 mWidth at gate 36.57 m\nQuebec22, rue George-D. DavieLévis, Québec, CanadaG6V 0K41 418 837-5841 info@davie.ca"
"FORGACS CAIRNCROSS DOCKYARD ","www.forgacs.com.au","+61 2 4978 9100","+61 2 4962 2848","With two major drydock facilities in both Brisbane and Newcastle and mobile ship repair teams operating in Sydney Brisbane and Gladstone FORGACS have the facilities the skills and the experience to undertake the most challenging ship repair work with reliability and at internationally competitive prices.\nFORGACS can provide in-water repair to all classes and sizes of ships and is available for emergency or planned repairs all along the East Coast of Australia. FORGACS regularly completes works for major Australian and international ship owners for all major repairs mechanical overhauls and conversions.\nNewbuilding\nFORGACS Shipyard Tomago – formerly known as Carrington Slipways – is making waves not only when it launches a new vessel but also as one of Australia’s leading ship building facilities."
"General Dynamics NASSCO ","www.nassco.com","(619) 544-8838","(619) 544-3540","General Dynamics NASSCO has been designing and building ships since 1959, specializing in auxiliary and support ships for the U.S. Navy and oil tankers and dry cargo carriers for commercial markets. Located in San Diego, California, NASSCO employs about 4,100 people and is the only major ship construction yard on the West Coast of the United States.\nGeneral Dynamics NASSCO is one of three shipyards in the Marine Systems group of General Dynamics Corporation (NYSE: GD). General Dynamics, headquartered in Falls Church, Virginia, employs approximately 90,000 people worldwide.\nThe company is a market leader in business aviation; land and expeditionary combat systems, armaments and munitions; shipbuilding and marine systems; and information systems and technologies. More information about the company is available at www.generaldynamics.com.\nYou are invited to explore this web site to learn more about the commercial and military shipbuilding and repair capabilities of NASSCO.\nNASSCO operates a separate ship repair organization within its larger new construction and design shipyard that is capable of responding quickly to commercial ship owners' needs and schedules. NASSCO is qualified to service any commercial vessel on the West Coast of the United States. The company can supply all of the labor, materials and expertise required to support the full spectrum of commercial customers' needs, including periodic maintenance, scheduled repairs, emergency repairs, overhaul and major structural modifications.\nOur shipyard encompasses 80 acres of land and 46 acres of water and offers:\n2 inclined building ways, 950-feet long and 108-feet wide8 fully serviced berths ranging from 600 to 1,000 feetA 1,000-foot long, 174-foot wide graving dock with a lift capacity of 30,000 long tons10 whirley/portal cranes with individual lift capacities up to 300 tons and multi-crane lifts up to 620 tonsAn 820-foot long, 136-foot wide floating drydock with an ABS-certified lift capacity of 44,000 long tons6 production workshops and 10 assembly areas2 blast cells and 5 paint cells for indoor prep and coating of hull blocks (52'x52'x30')\n \n "
"ESTALEIROS SERMETAL LTD  Rio de Janeiro - Brasil ","www.sermetal.net","+21-2585-9400","","ESTALEIROS SERMETAL LTD., is located in Rio de Janeiro. The shipyard is able to undertake all types of maintenance and conversion projects.\nThe dry docking facilities are supplemented by two repair berths of 290 meters in length each, serviced by cranes of up to 40T Safe Working Load.\nFacilities\n\n\n\nNAME\nDRY DOCK TYPE\nLENGTH (M)\nWIDTH (M)\nDEPTH (M)\nLIFTING CAPACITY (L.T.)\nDEADWEIGHT CAPACITY (D.W.T.)\nCRANAGE (T)\n\n\nNr. 1\nGraving Dock\n155\n25\n7\nX\n25.000\nUp to 100\n\n\nNr. 2\nGraving Dock\n350\n65\n10\nX\n400.000\nUp to 200\n\n\n"
"SOBRENA SHIPYARDS France ","www.sobrena.com","+33 (0)2 98 43 43 43","+33 (0)2 98 44 47 22","Sobrena shipyards following a long tradition of Shiprepairing in Brest (our Drydock no.1 was probably the largest drydock in the world when it was commissioned in 1910) Groupe Meunier brought in a new style of management.\nNowadays, Sobrena is the major Shiprepair Yard in France. With three drydocks (up to 80 m width and 420 m length) Sobrena can accommodate nearly all the ships in the World, with only very few ULCC exceptions.\nSobrena is proud of its long reference list including major operators in: North Sea Shuttle Tankers, LNG Carriers,Tankers, Car Ferries, OBOs, Ro-Ros Etc.\nDock 1     225 m (738 ft) 27 m (88.5 ft) 4.60 m 40 000 tdw 220 - 380 V AC Cranes : 1 x 25 T at 18 m (20 T at 22 m)\nDock 2 338 m (1108 ft) 55 m (180 ft) / Entrance: 52 m -7 m 280 000 tdw Facilities Deslopping Sludge treatment Fire line: sea water 8 bars 240 m³/hFresh water 4 bars 200T/h Ballast: sea water: 700 m³/hCranes1 x 80 T at 25 m - (50 T at 38 m) - (30 T at 50 m)1 x 20 T at 45 m - (6 T at 66 m)1 x 12 T at 40 m - (5 T at 55 m)1 x 4.5 T at 38 m - (3 T at 45 m)\nDock 3 420 m (1377 ft) 80 m (263.3 ft) - 7.60 m aft - 6.10 m fwdDeslopping, Sludge treatment, Fire line: sea water 8 bars 600 m³/hFresh water 4 bars 200t/h, Ballast:   sea water: 1500 m³/h Cranes*1 x 150 T at 38 m - (90 T at 52 m) - (15 T at 58 m)2 x 15 T at 46 m   - (3 T at 70 m)"
"THALES AUSTRALIA ","www.thalesgroup.com/en/content/australias-shipbuilding-best-...","+61 2 95623333","+61 2 95622229","Ship repair and construction tasks begin with project management processes undertaken by our highly experienced team of estimators, planners, schedulers and project managers. A dedicated project manager will keep you informed daily on updates measured against project baseline and the anticipated impact of any variations.\nRepair Refit/Maintenance/ConversionOur history in ship repair dates back to 1945. With accreditation to ISO 9001/2000, the company offers a one-stop shop for all of your requirements. Every ship refit and repair task can be accommodated by Thales Australia.\nThales Australia SolutionsWe have the solution to all of your commercial ship requirements and challenges. Our track record ranges from bulk carriers to cruise liners to harbour and car ferries to name a few.\n365m long graving dock – the largest in the southern hemisphere. 65m, 1000 ton floating dry dock Both facilities are located in the heart of Sydney at Garden Island. Docks Capacity Length Breadth Lifting cap. Graving Dock No.1 110.000dwt  345,5 m 41,6 m    Quays Cruiser wharf 271 m east wharft 188 m, west wharft 164 m    1 x 80 t, 2 x 20 t  "
"Esbjerg Shipyard A/S Denmark ","www.esy.dk","","","Esbjerg Shipyard A/S is established by the initiative of a number of service companies related to the Port of Esbjerg, which is situated in the south west of Denmark with free access to the North Sea, Europe and Scandinavia.Esbjerg Shipyard customers are all types of vessels in Europe. All offshore-, merchant- and fishing vessels up to 4500 tons are our prospects.\nFloating Dock\nLength 120 m Width  19.5 m Depth 6.0 m Displacement 4.500 tons"
"SOCIBER Sociedad Iberoamericana de Reparaciones Navales Ltda. Chile ","www.sociber.cl","56-32-3142000","56-32-3142049","SOCIBER Certified organization, a single Floating Dock Shipyard, located at Valparaiso - CHILE, on the crossroad of major shipping lanes in the Pacific side of South America.\nWith its origins dating back over 1985, SOCIBER Ltd. has been synonymous of friendly - fast & focused ship repair & conversion services, principles which we embrace day to day, assuring an enviable imbalance of speed-costs-quality, providing our customers with a continuous flow of solutions, increasing their vessels performance and adding value to their business.\nSOCIBER is located at Valparaiso - CHILE, at eight regular sailing days from Panama, five days from Guayaquil - ECUADOR and four days from Punta Arenas in the Magellan Straight.\nValparaiso is also at a one and a half hour drive from our capital city - Santiago - and the International Airport.\nDue to the Humboldt Flow that cools the sea and miles the weather Valparaiso enjoys a very friendly climate, with no humidity and allowing to perform typical shipyard jobs at almost any time of the year.\nRaining days in a normal year do not exceed 30 days being the winter period between June 21 and September 21.\nThe yards main asset is the Floating Dock “VALPARAISO III” designed with a lifting capacity of 10.000 tons and allowing vessels up to 165 mts of LOA and 24,3 of Beam to be dry docked.\nAdditionally there is availability to moore vessels up to 170 mts LOA alongside the Floating Dry Dock in a depth of 40 mts., between a good and strong couple of buoys.\nRegular dry-docking jobs, as steelwork, mechanics, hydraulics, piping, hull treatment and tank coating,\nare among services the dry docked vessel will be provided with.\nI.S.P.S. - A.B.S. - I.S.O. Certified"
"TANDANOR S.A.C.I. y N ","www.tandanor.com.ar","+54 11 55548300","+54 11 55548368","TANDANOR has a strategic location within the port area of the city of Buenos Aires. On the South Channel, at the River Plate Estuary, only access to the Hidrovia formed by the rivers, Paraguay, Parana and de la Plata, along which we find ports fit for oceanic vessels operations.\n1.400 mt. of wharfage available. Floating cranes. Mobile cranes. Water and electric current provision. Offices for owner’s representatives. Customs assistance.\nSYNCROLIFT\n15.000 tons of lifting capacity. 11.700 tons of transfer capacity. Vessels up to 55.000 tons. DWT (L.About 220 Mt.) Size of lifting platform: 184 Mt. x 32,90 Mt. Four working sites of 220, 178, 149 and 148 Mt.\nENGINEERING SERVICES - SHIPREPAIRS - SHIPBUILDING - CONVERSIONS - REFITTING Steam, Compressed Air, Ballast Water, Acetylene, Oxygene, Underwater Cleaning, Port Repairs, Voyage RepairsSlop Disposal, Tank Coating, Sand Blasting, Surveys, Offshore and Semi Submersible Units, Propeller RepairMetal Spraying, Engine Repairs, Refurbishing, Anchor and Chain Repairs, Refrigeration, Reactivation, Underwater Repairs, High Pressure Water Cleaning, Welding, Steel Fabrication, Foundry and Machining, Testing of MaterialsPiping Repairs, Painting, Tailshaft Repairs, Rudder Repairs, Tank Cleaning and Gasfreeing, Drawing Office, CarpentryGritblasting, Shipbuilding of River Barges  "
"ASTILLERO RIO SANTIAGO (ARS) ","www.astillero.gba.gov.ar/en/english.html","+54 11 43273234","+54 11 43286889"," Design, building and repair of merchant and war ships; manufacture of deck machinery, cranes and main engines.\nThe shipbuilding process involves a series of essential stages which are planned and carried out by means of the facilities, machinery and tools with which the shipyard is provided and which show its productive capacity.\nThe shipyard's facilities for vessel's hull and machinery repair or modification are unique in Argentina.\nHipolito Yrigoyen Y Don Bosco, 1925 Ensenada, Buenos Aires Province, Argentina"
"African Marine & General Engineering Co. Ltd. Kenya Shipyards ","www.africanmarine.com","+254 41 2221651 - 4","+254 41 2313168","Over 70 years experience, being the oldest and largest shipyard on the East Coast of Africa. Having earned international reputation for quality of repair work, modification of ships of various classes and an unmatched reputation for timely delivery.\nThe main features of the yard are 180M Dry Dock, 40M Building Dock with beam of 24.75M and Draught 6M. The yard is equipped with cranes ranging from 2-50 tonnes. Having 240M of repair lay-by berth, provides ample room for berthing ships for afloat repairs. The yard also has a well equipped machineshop, foundry, carpentry and steel workshop.\nElectrical and electronics maintenance and refrigeration facilities are available together with GRP and approved liferafts service agencies for Solas,Viking,RFD,Beaufort,Avon and Dunlop.\nThe yard is accredited with certification from Lloyds, Bureau Veritas and DNV for its workmanship. Our motto is to render quality service to all our esteemed customers at all times. \nDry Dock,Liferaft service,Main and Aux Engine O/hauls,Static & Dynamic Balancing,Boiler repairs,Steelwork, Elect & Electronic,U\T readings,Cranage,A/C & Ref,Fuel & Lubs,casting"
"JSC Tosmare Shipyard ","www.tosmare.lv","+371 3401918 +371 63401919  +371 9213968","+371 3420813","Tosmare Shipyard was founded in 1900 initially as ship-repair workshops of military port of Libau Liepaja) and is one of the oldest shipyards in the region of the Baltic Sea. It has been one of the main repair bases for the Navy fleet at the Baltic Sea for many years.\nOur Shipyard has wide experience in repairs of the various types of vessels.\nLiepaja is nonfreezing port situated on the western coast of the Baltic Sea, having very favourable geographical arrangement.  It is close to the Western Europe and has the advanced transportation network.\nFor our customers we offer the qualified repair 24 hours per day, 7 days per week. We carry out the works on dry-cargo, tankers, reefers, Ro-Ro, trawlers, tugboats and other kinds of vessels.\nOur shipyard carries out the repair and conversion works according to requirements of owner and Classification Societies such as Lloyd Register, American Bureau of Ship- ping, Det Norske Veritas, Germanisher Lloyd, Bureau Veritas, Maritime Register of Shipping.\nShipbuildingTosmare Shipyard performs the building of new vessels starting from small fishing trawlers up to big cargo vessels.   Our design department performs projecting and\nelaboration of the required classification documentation, development of the working documen- tation as well as technical maintenance and support.\nNow ""Tosmare Shipyard"" is the Joint-stock company, which control packet of shares belongs to  Joint-stock company ""Riga Shipyard"".\n\n                                             Dock1    Dock 2        Floating dockDeck length, metres              187.0      220.0           112.0Length of the keel way,  metres  165.0      180.0     102.0Inner width of the dock, metres   25.0       26.0        19.0Max draft of the vessel, metres    8.0        8.0             6.0\nLifting capacity                                                           3000Lifting capacity of cranes, tons   2 x 20   2 x 32 1 x 16  1 x 5\n\nJS"
"Zhoushan Nanyang Star ShipBuilding Co. Ltd. NASCO ","www.nanyangstargroup.com","+86-580-2928099","","Zhoushan Nanyang Star ShipBuilding Co. Ltd. “NASCO” is becoming one of the key shiprepairing enterprises in Zhoushan, Zhejiang, China. The company was created in November 2007, when Nanyang Ship Building Co. Ltd. joined its forces with ETA-Star Group of Dubai.\nZhoushan Nanyang Star ShipBuilding Co. Ltd. “NASCO” is conveniently located in Ce’zi Island, in the west side of Zhoushan and is 11 nautical miles away from Dinghai Port and 9 nautical miles away from Ningbo BeiLun Port. Furthermore, with the completion of Zhoushan Sea-crossing Bridge Project, the Distance between Zhoushan and Ningbo, Zhoushan and Hangzhou is greatly reduced. It now takes only 1.5 hours driving from Ningbo airport to the shipyard and 3 hours from Shanghai.\nYard’s repair capability is more than 60 vessels per year. The shipyard covers an area of 200,000 square meters and 800 meters of coastline and, presently, has a 120,000 DWT dry dock (280m x 42m x 12.5m) and 2 jetties equipped with rail cranes of 60T at dock, 50T (90m reach) and 30 T (63m reach) lifting capacity at Jetty. Also on site are located big facilities such as a transformer station with Electric Generators (3,000KW) for emergency, liquid oxygen plant and air compressor station. In addition to Hull Workshop, M&E Workshop, Docking Workshop etc, NASCO has cooperated with COSCO-RIKKY Ocean Engineering Co. to set up a service station for the repair of turbo-chargers, governors.\nFurthermore, NASCO is completing the construction of a second dry dock (300m x 50m x 13m) and of a third Jetty.\nAs a young shipyard, “NASCO” goes forward with the aim of becoming a first-class shipbuilding & ship repairing enterprise and its management follows main principles for this purpose:\nService: “NASCO” takes the requirement of Ship-owner as its responsibility.Project Term: By efficient operation, “NASCO” tries its best to shorten repairing period.Safety: Health and security is company’s pursuit and goal during operation.Quality: For excellent Quality Control, “NASCO” has got the Certificate for Quality Management\nSystem Standards ISO 9001:2008, which is issued by Lloyd’s Register Quality Assurance Limited.\nYard Facilities: CEZI Island DOCK TYPE     LENGTH     WIDTH      MAX DWTDry Dock No. 1     280m     42m     120000Dry Dock No. 2     350m     55m     200000\nYard Details: CHANGBAI Island DOCK TYPE     LENGTH     WIDTH      MAX DWTDry Dock No. 1     280m     40m     100000Dry Dock No. 2     340m     54m     200000"
"Zhoushan City Longshan Shipyard Co ","www.ls-shipyard.cn/eng/","+86-580-6688070","+86-580-6688098","Zhoushan City Longshan shipyard Co., Ltd. was founded in 1975, with the East China's first large-scale Panama dock, located at six cross town Zhoushan city Putuo District Sha Ao (longitude 122 ° 3 ′ 10 ″ latitude 29 ° 46 ′ 50 ″), adjacent to the famous international port. Ningbo port of Beilun and Shanghai, have excellent deep-water shoreline and the hinterland resources, geography position be richly endowed by nature.\nThe company has 200000 tons of dock of a (310m * 55m * 13m), 60000 tons of dry dock a (235m * 40m * 11m), 200000 tons of outfitting Quay (420m), two 60000 ton outfitting Quay (length 220m) and all kinds of ship repair Euipment, repair of the ship more than 160 ships the total tons, 20000000 tons deadweight. The main bulk carrier, container ship repair, oil tankers and a variety of special ships, deeply domestic and foreign ship companies, and has been the world famous classification societies recognized.\nZhoushan longshan shipyard co., LTDFactory address: Zhejiang, Zhoushan, Liuheng IslandContact: Zhou Jinxu 13967202961TEL：0086-580-6688070FAX：0086-580-6688098E-MAIL：Business@Ls-shipyard.comhttp://www.ls-shipyard.cn/eng/ "
